序号,p_date,comment_id,评论链接,comment_content,voice_asr_text,voice_duration,show_comment_cnt_td,direct_reply_comment_cnt_td,like_comment_cnt_td,dislike_comment_cnt_td,voice_resource_id,链接,内容分,音频分,优质判断,意图表达,评论内容和语音内容的关系,语音音频和语音asr文本内容的关系,标注员
3596.0,20260610.0,1136305698962.0,,终于可以发语音了！,饿。入水的路。我的名字。小鹿五一。,8586.0,2476.0,8.0,12.0,0.0,jJYArWguadA.aac,,0.0,1.0,优质,唱歌/朗诵,相关-互为补充,语义相等内容有差异,张淑君
3597.0,20260609.0,1134152816670.0,,这个语音后面是不是出了点问题啊？ 怎么突然变速了？,没有多难，没有遗憾，没有哭喊。语法简单，我也一样也会紧张，我会习惯逐渐平淡。其实雨也没多大，是风在拼命刮。在对人指着我说你却看淡。,30798.0,2475.0,3.0,18.0,0.0,klbCXPfJs_E.aac,,0.0,1.0,优质,唱歌/朗诵,相关-互为补充,语义相等内容有差异,张淑君
3598.0,20260604.0,1131089998162.0,,,什么意思呀？,1495.0,2475.0,2.0,7.0,0.0,cIkMr2aBN7g.aac,,0.0,1.0,优质,提问,无评论内容,语义相等内容有差异,张淑君
3599.0,20260609.0,1134934837386.0,,我唱的才最好听[装傻],没有任何意义，只是你根本没爱过我脑袋疼白的此刻。写了这首歌，其实没什么舍不得，只是眼睛酸涩全是红色。,17835.0,2472.0,3.0,10.0,1.0,56xu5fBnOmI.aac,,0.0,1.0,优质,唱歌/朗诵,相关-互为补充,语义相等内容有差异,张淑君
3600.0,20260610.0,1133590894004.0,,"这个是内测功能，只有部分人有,就比如说我发一个",你肯定是看不见的，因为这个是内测功能。不知道能不能上架。,6991.0,2471.0,1.0,3.0,0.0,Ruq5wQN-rfw.aac,,0.0,1.0,优质,观点表达,相关-互为补充,语义相等内容有差异,张淑君
3601.0,20260610.0,1135884460591.0,,我能关掉[装傻][装傻],有没有小姐姐处对象。,3169.0,2471.0,5.0,12.0,0.0,_HXCE00z53w.aac,,0.0,-1.0,劣质,社交互动,相关-互为补充,语义相等内容有差异,张淑君
3602.0,20260610.0,1131258393827.0,,,刺激不重样，越打越年轻。,3552.0,2467.0,2.0,5.0,0.0,9e2JXq6wlhw.aac,,1.0,1.0,优质,玩梗/搞笑,无评论内容,语义相等内容有差异,张淑君
3603.0,20260610.0,1134392779009.0,,世界上最澄澈纯净的事物 不过是看到你的第一眼,剑出窍了，原谅谁笑。我只求今朝拥你入怀抱。红尘刻着风似刀。朝雨露宿明朝。,18583.0,2467.0,4.0,26.0,0.0,t0jHSfAAYjQ.aac,,0.0,1.0,优质,唱歌/朗诵,相关-互为补充,不相关,张淑君
3604.0,20260607.0,1133787472420.0,,,我有呀。,1479.0,2466.0,2.0,1.0,0.0,gQDIMnRRAjA.aac,,0.0,1.0,优质,简短回应,无评论内容,语义相等内容有差异,张淑君
3605.0,20260610.0,1134823691650.0,,我不会唱那一句，换一个,感情里的快乐，可手里也没出门。呃。,7872.0,2464.0,1.0,14.0,0.0,P5I_a1iDcIs.aac,,0.0,1.0,优质,唱歌/朗诵,相关-互为补充,不相关,张淑君
3606.0,20260610.0,1137079344538.0,,这怎么搞的？怎么感觉我的好诡异呀？[惊恐],put me。and then just touch me to i can get my sailexfection。,9786.0,2463.0,3.0,8.0,0.0,f5yToNbSTrk.aac,,0.0,1.0,优质,玩梗/搞笑,相关-互为补充,语义相等内容有差异,张淑君
3607.0,20260610.0,1132869347535.0,,跑调了,像是一首无法停止单曲循环的无名歌。扛住了柴米油盐的麻烦，扛住了朋友聚会的刁难。扛住了世俗生活的刁难，却扛不住对你的喜欢。,20816.0,2462.0,4.0,19.0,0.0,zR3om8nEtbI.aac,,0.0,1.0,优质,唱歌/朗诵,相关-互为补充,语义相等内容有差异,张淑君
3608.0,20260610.0,1131639979287.0,,咋有语音了[憨笑哪吒],我的妈呀，大姐快手居然出语音了我去。,3873.0,2462.0,1.0,7.0,0.0,hIKKlGJxwCI.aac,,0.0,1.0,优质,发语音玩,相关-互为补充,语义相等内容有差异,张淑君
3609.0,20260610.0,1137600693928.0,,辣条音[坏笑],其实没什么意义，其实你根本不爱过我脑袋空白太深刻。我写了这首歌，其实没什么舍不得，只是眼睛闪烁全是红色，把你的心给我。把你的爱给我，我这样才能搭档才是有更多的把握，我要的也不多，你不要嫌我啰嗦。,26251.0,2461.0,4.0,3.0,0.0,XofFwg2khc8.aac,,0.0,1.0,优质,唱歌/朗诵,相关-互为补充,语义相等内容有差异,张淑君
3610.0,20260604.0,1132065249127.0,,,宝贝。,1699.0,2460.0,1.0,0.0,0.0,aIFAmaaXsNw.aac,,0.0,0.0,一般,打招呼/问候,无评论内容,语义相等内容有差异,张淑君
3611.0,20260610.0,1132435963969.0,,,我有语音回复你没有吧，你没有吧，你没有吧。,3464.0,2459.0,43.0,119.0,0.0,vAq8MbCYmuY.aac,,0.0,1.0,优质,提问,无评论内容,语义相等内容有差异,张淑君
3612.0,20260601.0,1136670148780.0,,[都市丽人],骗你的我也能发。,2938.0,2459.0,4.0,1.0,0.0,AljciOq9POw.aac,,0.0,1.0,优质,简短回应,相关-互为补充,语义相等内容有差异,张淑君
3613.0,20260610.0,1140348043904.0,,我唱，但是有点难听哈,谁倾听岁月为我荡浪淘沙。而你被留下我的世界流转变化，你却没时常拉。啦啦啦，我亲爱的你啊。,19928.0,2459.0,2.0,7.0,0.0,ZjdOgjihqRk.aac,,0.0,0.0,一般,唱歌/朗诵,相关-互为补充,语义相等内容有差异,张淑君
3614.0,20260607.0,1131401202496.0,,啊怕次啊怕次,整起啊，白菜啊，白菜啊，白菜啊，白菜这根这根儿，豌豆尖儿，豌豆尖儿。喝奶茶，喝奶茶当补贴，当补贴啊，补贴啊补贴。,12965.0,2458.0,7.0,23.0,0.0,DM1lApJ86xo.aac,,0.0,1.0,优质,唱歌/朗诵,相关-互为补充,不相关,张淑君
3615.0,20260608.0,1132284746813.0,,,那你猜猜我这个是不是真的啊？,3527.0,2458.0,0.0,1.0,1.0,_jfl6IsZ8EU.aac,,0.0,1.0,优质,提问,无评论内容,语义相等内容有差异,张淑君
3616.0,20260604.0,1131003717500.0,,咪。,想我了吗？我未来的朋友。,3484.0,2457.0,2.0,13.0,0.0,D2mLqV2FjoI.aac,,0.0,1.0,优质,打招呼/问候,相关-互为补充,语义相等内容有差异,张淑君
3617.0,20260610.0,1138003466226.0,,不吃辣条就好了（勿喷）[落泪],心有多执着就加倍心痛。那些你很冒险的梦，我陪你去疯。折纸飞机碰到雨天终究会坠落，太残忍的话我直说。因为爱很重。,27349.0,2457.0,4.0,10.0,1.0,3MDBYuQMhkw.aac,,0.0,0.0,一般,唱歌/朗诵,相关-互为补充,语义相等内容有差异,张淑君
3618.0,20260610.0,1131250071372.0,,我真求了，想干啥？,我求了评论区也得傻福想干什么，我感觉看到这个评论区某些照片，我感觉自己活到头了，谢谢。,10318.0,2456.0,13.0,36.0,0.0,sjherzqJWTE.aac,,0.0,1.0,优质,观点表达,相关-互为补充,语义相等内容有差异,张淑君
3619.0,20260610.0,1132494328929.0,,将就听吧[流鼻血][头盔],我渐渐承认。这世上本没有什么。能真正属于我。天边的落日再绚烂。也会沉入暮色。傍晚的微风再温柔。也会悄悄散去。他们曾温柔的靠近我。却不曾属于我。那些心动的瞬间。是温暖的陪伴。那些以为会永远不变的时光。就像掌心的流水。越握的紧留的越快。死来时毫无征兆。总是不由分说。我们能做的只有经济暮送。,46067.0,2456.0,1.0,2.0,0.0,goEdLEXy-Is.aac,,0.0,1.0,优质,唱歌/朗诵,相关-互为补充,语义相等内容有差异,张淑君
3620.0,20260610.0,1133031632972.0,,,6666。,2155.0,2455.0,4.0,28.0,0.0,xF7n1219ieQ.aac,,0.0,1.0,优质,玩梗/搞笑,无评论内容,语义相等内容有差异,张淑君
3621.0,20260610.0,1131194746650.0,,真的[元气满满],我的妈呀，真假。,2171.0,2454.0,4.0,4.0,0.0,aPnezxqZ_fw.aac,,0.0,1.0,优质,提问,相关-互为补充,语义相等内容有差异,张淑君
3622.0,20260608.0,1136705542232.0,,,哈喽哈喽。,1885.0,2454.0,3.0,3.0,0.0,1UHKVlgLMFM.aac,,0.0,1.0,优质,打招呼/问候,无评论内容,语义相等内容有差异,张淑君
3623.0,20260610.0,1132302363404.0,,随便唱了一下 我气息不足啊[憨笑哪吒],怎不忍心怪你对我太独特。无时无刻像是一首无法停止单曲循环的。无名格抗住了柴米油盐的麻烦，抗住了朋友聚会。的调侃。,27656.0,2453.0,3.0,17.0,0.0,iZw5fzz0zlI.aac,,0.0,0.0,一般,唱歌/朗诵,相关-互为补充,语义相等内容有差异,张淑君
3624.0,20260610.0,1138170986575.0,,咱河南嘞,像萝卜。,1605.0,2452.0,10.0,8.0,0.0,iZFg0iyHkSg.aac,,0.0,1.0,优质,玩梗/搞笑,相关-互为补充,语义相等内容有差异,张淑君
3625.0,20260601.0,1136945738599.0,,,666我也能发。,2463.0,2451.0,1.0,0.0,0.0,l_seX7_-L8Q.aac,,0.0,1.0,优质,发语音玩,无评论内容,语义相等内容有差异,张淑君
3626.0,20260610.0,1131618421808.0,,,可怜我的一场怒气了。sit'SA don't。,3925.0,2450.0,6.0,13.0,0.0,EnsdjW1P38s.aac,,0.0,0.0,一般,其他,无评论内容,不相关,张淑君
3627.0,20260610.0,1131447603861.0,,好阴啊，这是我妹妹配的[爱你],别到姐姐在上厕所。,5123.0,2450.0,2.0,3.0,0.0,Rg_yvY2-Uls.aac,,0.0,0.0,一般,发语音玩,相关-互为补充,语义相等内容有差异,张淑君
3628.0,20260610.0,1137594267070.0,,最近嗓子刚回来[憨笑哪吒],谁蜻蜓虽然为我荡秋千，而你被留下我的世界都转变幻，你却没时差。啦啦啦啦啦，我亲爱的你呀。,15157.0,2450.0,3.0,6.0,0.0,icFu69imE_8.aac,,0.0,0.0,一般,唱歌/朗诵,相关-互为补充,语义相等内容有差异,张淑君
3629.0,20260610.0,1139368625598.0,,,谁关我一下你就。把回关。回关我一下，然后呢，把那个。我就买那个。还给我，谢谢你们。,18889.0,2447.0,1.0,0.0,0.0,XzpU6K61Tao.aac,,0.0,0.0,一般,社交互动,无评论内容,语义相等内容有差异,张淑君
3630.0,20260610.0,1131474725156.0,,不是兄弟啊，真别闹了呀，绷不住呀,不吃松的哦。真别闹了呀。要绷不住的呀。,5797.0,2445.0,4.0,8.0,0.0,NFYs5UiZ0XE.aac,,0.0,1.0,优质,玩梗/搞笑,相关-互为补充,语义相等内容有差异,张淑君
3631.0,20260610.0,1131817902613.0,,我有啊[色],心都碎了，放肆的轻易。将所有。人海死漫步。汽水提示您。,22255.0,2445.0,0.0,2.0,0.0,Q2hZiQiLxHA.aac,,0.0,0.0,一般,唱歌/朗诵,相关-互为补充,不相关,张淑君
3632.0,20260610.0,1132334756451.0,,我唱串了[做不完][做不完][做不完],在乎我和天气一样温度。夏天的风正暖暖吹过。穿过头发穿过耳朵，你和我的夏天风轻轻说着。,19840.0,2442.0,3.0,32.0,0.0,F224F0HA_JI.aac,,0.0,1.0,优质,唱歌/朗诵,相关-互为补充,语义相等内容有差异,张淑君
3633.0,20260605.0,1132287544178.0,,,我靠，你也不咋。,2380.0,2442.0,5.0,0.0,0.0,ZXJY11vABqk.aac,,0.0,0.0,一般,简短回应,无评论内容,语义相等内容有差异,张淑君
3634.0,20260610.0,1138251919819.0,,气泡音谁爱听[色],啊。我想爹爹。,5513.0,2440.0,3.0,1.0,0.0,wgfFp7nFBQE.aac,,0.0,0.0,一般,玩梗/搞笑,相关-互为补充,语义相等内容有差异,张淑君
3635.0,20260608.0,1131162213891.0,,[流鼻血],哈喽哈喽。,1482.0,2440.0,1.0,2.0,0.0,w5LZtEi0v2M.aac,,0.0,1.0,优质,打招呼/问候,相关-互为补充,语义相等内容有差异,张淑君
3636.0,20260610.0,1132793135208.0,,,开播开播搂起来吧老铁。,2951.0,2440.0,5.0,19.0,0.0,mOjLBiMFLTU.aac,,0.0,1.0,优质,发语音玩,无评论内容,语义相等内容有差异,张淑君
3637.0,20260610.0,1134521456996.0,,看到评论区我绷不住了[笑哭],哈哈哈哈哈哈。哈哈哈。,6213.0,2440.0,20.0,40.0,0.0,ApgGsi7_rDI.aac,,0.0,0.0,一般,发语音玩,相关-互为补充,语义相等内容有差异,张淑君
3638.0,20260610.0,1138388064457.0,,最近嗓子哑了，意外获得散兵体验卡,咳咳咳，蜀雀之辈。普渡老矣。,5988.0,2438.0,15.0,51.0,0.0,dl4FXtbgp4U.aac,,0.0,1.0,优质,唱歌/朗诵,相关-互为补充,完全一致,张淑君
3639.0,20260610.0,1131452694077.0,,,我听得到。,2295.0,2438.0,0.0,0.0,0.0,LZNu1UVVwPA.aac,,0.0,1.0,优质,简短回应,无评论内容,语义相等内容有差异,张淑君
3640.0,20260610.0,1132149524184.0,,我不要吃菜我要吃虾~（顶级气泡音）,我不要吃青菜，我要吃虾。,4244.0,2438.0,4.0,9.0,0.0,BJCftp5wWTQ.aac,,0.0,1.0,优质,发语音玩,相关-互为补充,语义相等内容有差异,张淑君
3641.0,20260610.0,1132141383178.0,,个人认为请勿喷[心心][心心][心心],我感觉吧，就是那个。水吧，它那个水就是不有各种口味的吗，它那个口味里头里边就有是那个小小颗粒状的那种灰色的那种东西吧。就是这个东西，然后让你产生，它就是一个香味精，应该就是应该是。用那个香味儿错觉吧，就是你喝的是，那你就是在吸那个小小的颗粒，事实上你就是喝了白开水。我感觉个人认为是买了一个智商税，但是陌生人如果要是刷到我这个评论，听到我这个语音的话。你们要是认为不对的话，我可以删的可以吧。,42150.0,2437.0,5.0,13.0,0.0,hobAWEbbB-c.aac,,0.0,1.0,优质,观点表达,相关-互为补充,语义相等内容有差异,张淑君
3642.0,20260610.0,1139118787870.0,,,不是你的口音在哪里。,3160.0,2437.0,0.0,2.0,0.0,S0I4r4-R-vA.aac,,0.0,1.0,优质,提问,无评论内容,语义相等内容有差异,张淑君
3643.0,20260610.0,1139824927502.0,,,胡萝卜。,1667.0,2436.0,2.0,1.0,0.0,ev15NLYMyTs.aac,,0.0,1.0,优质,玩梗/搞笑,无评论内容,语义相等内容有差异,张淑君
3644.0,20260610.0,1131188872118.0,,好听吗,态度的。无时无刻像是一首无法停止单曲循环的。乌名格扛住了柴米油盐的麻烦，扛住了朋友聚会的调侃。扛住了世俗生活的刁难，却扛不住对你的喜欢，扛住了。世界末日的灾难。明白了生活只有坚定不换，走过了大悲光喜的极端。求得无助对你的喜欢。,41600.0,2436.0,4.0,4.0,0.0,E6lHuN-dHHA.aac,,0.0,0.0,一般,唱歌/朗诵,相关-互为补充,语义相等内容有差异,张淑君
3645.0,20260610.0,1135256108788.0,,,哈哈哈哈哈哈哈哈哈哈哈哈。,11030.0,2435.0,3.0,17.0,0.0,FSFvlh-HRhk.aac,,0.0,0.0,一般,发语音玩,无评论内容,语义相等内容有差异,张淑君
3646.0,20260610.0,1137041849873.0,,,好的好的。,1555.0,2434.0,0.0,2.0,0.0,rDjhCAS-QoQ.aac,,0.0,1.0,优质,简短回应,无评论内容,语义相等内容有差异,张淑君
3647.0,20260610.0,1132633473941.0,,香烟抽了无数💔烈洒喝到想吐😭向你迈出99步🖤你却断了我的路💔万情万种红尘🔪唯独对你失神😱让我丢了魂😭😭😭😭💔💔💔香烟抽了无数💔烈洒喝到想吐😭向你迈出99步 🖤你却断了我的路😔万情万种红尘🔪唯独对你失神😱让我丢了魂😭😭😭😭💔💔,瞎眼皱了。主恋就回来的小头像，你掰出99步，你存断了我的路，红尘万种红尘，唯独对你欺人。啊。,12693.0,2433.0,4.0,13.0,0.0,--sI6Odmhg4.aac,,0.0,0.0,一般,唱歌/朗诵,相关-互为补充,不相关,张淑君
3648.0,20260610.0,1136666677935.0,,[憨笑哪吒],我靠，我真没工作啊，兄弟。,2297.0,2433.0,2.0,4.0,0.0,kT7XXCyPHXY.aac,,0.0,1.0,优质,玩梗/搞笑,相关-互为补充,不相关,张淑君
3649.0,20260610.0,1139501259948.0,,@花玲^(O815470288),qq。哎呦兄弟们，我绷不住。,3728.0,2432.0,3.0,2.0,0.0,vzsRbWUJ1C8.aac,,0.0,1.0,优质,发语音玩,相关-互为补充,语义相等内容有差异,张淑君
3650.0,20260610.0,1131652396628.0,,我去，雷霆快手终于有语音了,我去雷霆快手居然有那个语音乐家吗？,5136.0,2430.0,3.0,6.0,0.0,SxaC034_z3c.aac,,0.0,1.0,优质,发语音玩,相关-互为补充,不相关,张淑君
3651.0,20260610.0,1131841893142.0,,不会呀，根本不会,嗯，正常一，然后呢。这是，这是夹子的声音，夹子的声音，然后捏着鼻子。嗨了嗨嗨嗨了。哎呦喂，哎呦喂，哎呦喂。好猥琐，好猥琐。嗯嗯，啥，咋家来着江江。娇娇娇娇。,32974.0,2430.0,4.0,15.0,0.0,xjMGc0KYNMQ.aac,,0.0,1.0,优质,发语音玩,相关-互为补充,不相关,张淑君
3652.0,20260610.0,1137608755609.0,,本人辣条音[强颜欢笑]（那条音都是美女[龇牙]）,我是小学生，我妈妈酒店就要收我手机了。如果你实在想我的话，我会和我妈妈前行的。,10811.0,2429.0,2.0,2.0,0.0,6oUuEsX7zRs.aac,,0.0,1.0,优质,发语音玩,相关-互为补充,语义相等内容有差异,张淑君
3653.0,20260610.0,1132159674856.0,,我还是喜欢有伴奏[强颜欢笑],温柔懒懒的海风吹到高高的山峰，温的风山的风吹成了山峰。为什么你不在，问山风你会回来。场景两个人一起散着步。我的量也紧紧贴着你胸口。听到心跳在乎我和天气一样温度。夏天的风我永远记得，清清楚楚的说你爱我。,36874.0,2429.0,7.0,33.0,0.0,ruExgzku3WE.aac,,0.0,0.0,一般,唱歌/朗诵,相关-互为补充,语义相等内容有差异,张淑君
3654.0,20260608.0,1132541709895.0,,你的心 南极冰,你的心。南极冰。我的泪。北极星。,7080.0,2428.0,3.0,6.0,0.0,riSshnmkt58.aac,,0.0,1.0,优质,发语音玩,相关-互为补充,完全一致,王文秀
3655.0,20260610.0,1137596512248.0,,你们不可以吗[奸笑],其实吧，这种声音能靠夹夹出来的。,4214.0,2427.0,7.0,14.0,0.0,bSh8QfPygWk.aac,,0.0,1.0,优质,观点表达,相关-互为补充,完全一致,王文秀
3656.0,20260608.0,1134391502988.0,,,分享什么分享。,2534.0,2426.0,3.0,4.0,1.0,38A-jXezHO0.aac,,0.0,0.0,一般,吐槽/批评,无评论内容,语义相等内容有差异,王文秀
3657.0,20260607.0,1138020162964.0,,也许大概就是没调最近嗓子有点哑,其实雨也没多大，只放在拼命的挂。,7957.0,2426.0,5.0,14.0,0.0,IDu7Jlr-Emo.aac,,0.0,0.0,一般,唱歌/朗诵,相关-互为补充,语义相等内容有差异,王文秀
3658.0,20260606.0,1131219070309.0,,就是我声音有点不好听[落泪]不敢发[落泪],就是我声音有点难听，不敢发。,3631.0,2426.0,8.0,8.0,0.0,EK1AmG7zSwA.aac,,0.0,1.0,优质,发语音玩,相关-互为补充,完全一致,王文秀
3659.0,20260610.0,1139218762788.0,,浅浅的模仿一下,哇塞，你在耍大牌耶。不要等大家都是好好先生。,6135.0,2425.0,1.0,3.0,0.0,Z1xLY3w_f-A.aac,,0.0,1.0,优质,玩梗/搞笑,相关-互为补充,语义相等内容有差异,王文秀
3660.0,20260608.0,1139356184271.0,,,搅面一碗油条一根，当你把。这个。到头。油条往汤里一泡。耶，这个味道。让你360个。嘴巴子也不会忘。,26054.0,2425.0,2.0,1.0,2.0,vGg2tVFgvMM.aac,,0.0,0.0,一般,玩梗/搞笑,无评论内容,语义相等内容有差异,王文秀
3661.0,20260610.0,1138172454108.0,,像不[装傻],不能啊。,2024.0,2424.0,7.0,9.0,0.0,5enMj_6LaWo.aac,,0.0,0.0,一般,玩梗/搞笑,相关-互为补充,不相关,王文秀
3662.0,20260610.0,1139594649817.0,,[大哭]哦买噶,嗯嗯嗯。oh my god。,9473.0,2424.0,7.0,31.0,0.0,9GWuwGZI4Uw.aac,,0.0,0.0,一般,玩梗/搞笑,相关-互为补充,不相关,王文秀
3663.0,20260610.0,1131735425845.0,,,不是狗毛，你是声音。真的很难说呀。,5936.0,2423.0,4.0,2.0,0.0,R5DGsDBCo2M.aac,,0.0,0.0,一般,发语音玩,无评论内容,语义相等内容有差异,王文秀
3664.0,20260610.0,1135866309539.0,,请品鉴,唐僧骑马咚，那个咚咚。后面跟着个孙悟空。孙悟空跑得快。后面跟着个猪八戒。猪八戒。鼻子长，后面跟着个沙和尚。沙和尚挑着锣。后面来了个老妖婆。老妖婆真是坏。骗了唐僧骗八戒。唐僧八戒真糊涂。是人是妖分不出。分不出上了当。多亏孙悟空眼睛亮。眼睛亮冒金光。高高举起金箍棒。金箍棒。,60028.0,2423.0,5.0,14.0,1.0,cJEVjqG_fy8.aac,,0.0,1.0,优质,玩梗/搞笑,相关-引导听评论,语义相等内容有差异,王文秀
3665.0,20260610.0,1132752069974.0,,这么笑,哈哈哈哈哈哈哈哈哈哈哈哈，我这样。哈哈哈。哈哈哈哈哈哈哈哈哈哈哈。,7849.0,2422.0,28.0,84.0,1.0,cfUSubea_Lg.aac,,0.0,1.0,优质,玩梗/搞笑,相关-互为补充,语义相等内容有差异,王文秀
3666.0,20260610.0,1132390226398.0,,,我他妈真不行了。,3752.0,2421.0,3.0,22.0,0.0,49u149_wnKw.aac,,0.0,0.0,一般,观点表达,无评论内容,语义相等内容有差异,王文秀
3667.0,20260610.0,1138824810792.0,,额,歌颂这种平凡一两句，唱不完恩重如山，听起来也不自然。,9682.0,2421.0,10.0,60.0,1.0,P5JhabHF1MM.aac,,0.0,1.0,优质,唱歌/朗诵,相关-引导听评论,语义相等内容有差异,王文秀
3668.0,20260610.0,1135494849244.0,,轻喷[大哭],没有任何意义提示你根本没爱过我那么勇敢，在此刻。我写了这首歌，其实没什么舍不得，只是眼睛瞎说，这是红色，把你的心给我。把你的爱给我，这样我才能大胆尝试，有更多的把握，我要的也不多。你不要向我啰嗦我自己是不是还怕不小心与你错过。,30556.0,2420.0,2.0,2.0,0.0,MZw9dggq1ag.aac,,0.0,1.0,优质,唱歌/朗诵,相关-引导听评论,语义相等内容有差异,王文秀
3669.0,20260610.0,1136899410411.0,,嘿嘿[笑哭][笑哭][笑哭],活尘随风。梦中人。那边回来啊。什么鬼？,15607.0,2420.0,4.0,11.0,0.0,K2eAqDxF7nY.aac,,0.0,0.0,一般,唱歌/朗诵,相关-引导听评论,不相关,王文秀
3670.0,20260605.0,1131239767424.0,,,欧莉莉欧啦啦。,2073.0,2417.0,1.0,1.0,0.0,7kGUrh5snoo.aac,,0.0,0.0,一般,发语音玩,无评论内容,不相关,王文秀
3671.0,20260602.0,1133688822001.0,,,牛逼666。,2596.0,2417.0,2.0,0.0,0.0,Leym-AWk2bo.aac,,0.0,1.0,优质,观点表达,无评论内容,完全一致,王文秀
3672.0,20260610.0,1135023900987.0,,嘻嘻我的,谁倾听岁月为我大浪淘下，而你被留下我的世界流转变化你却没时差。啦啦啦啦，我亲爱的你呀。岁月带我情欲交加，而你被浮华。,21381.0,2414.0,6.0,28.0,0.0,0JFdV-RA3K4.aac,,0.0,1.0,优质,唱歌/朗诵,相关-引导听评论,语义相等内容有差异,王文秀
3673.0,20260609.0,1131075529480.0,,,嘿嘿嘿嘿嘿嘿，都不住了。,3030.0,2414.0,3.0,8.0,0.0,XruAf3HsRl4.aac,,0.0,1.0,优质,观点表达,无评论内容,语义相等内容有差异,王文秀
3674.0,20260610.0,1132632815592.0,,试试，不好听别骂我[落泪],无时无刻像是一种无法停止单曲循环的。呜，命格扛住了柴米油盐的麻烦，扛住了朋友聚会的调侃。扛住了世俗生活的刁难，却扛不住对你的喜欢。,25803.0,2414.0,5.0,17.0,0.0,TJ7bmd1e7dk.aac,,0.0,1.0,优质,唱歌/朗诵,相关-互为补充,语义相等内容有差异,王文秀
3675.0,20260610.0,1138477601776.0,,,爱亮了爱笑了。i'm always。等待。,9724.0,2413.0,1.0,10.0,0.0,KnKt5eh9Cx0.aac,,0.0,1.0,优质,唱歌/朗诵,无评论内容,完全一致,王文秀
3676.0,20260610.0,1133345372221.0,,,姐，你唱的太好听了，就声音有点小。,3518.0,2411.0,5.0,1.0,0.0,XBSz17rM_70.aac,,1.0,1.0,优质,夸赞/支持,无评论内容,完全一致,王文秀
3677.0,20260610.0,1132349520741.0,,求各位大神小神们帮忙调调，不知道自己唱歌到底好不好听，也不知道自己跑不跑调五音不全[大哭][大哭]音色好不好？或者是哪里可以改变，往哪个方向练，谢谢各位,其实台下的观众就我一个。其实我也看出你有点不舍。,11061.0,2411.0,5.0,3.0,0.0,zm5F1acu5IE.aac,,0.0,1.0,优质,唱歌/朗诵,相关-互为补充,完全一致,王文秀
3678.0,20260607.0,1138870044359.0,,,不是哥们，你挺牛逼，克拉斯哟。,4389.0,2411.0,3.0,1.0,0.0,A7xcB8GRg6w.aac,,0.0,0.0,一般,玩梗/搞笑,无评论内容,语义相等内容有差异,王文秀
3679.0,20260610.0,1131417644945.0,,不会高音[可怜][祈祷],无处可逃。像是一首无法停止单曲循环的无名歌。扛住了柴米油盐的麻烦，扛住了朋友聚会的调侃。,19547.0,2410.0,2.0,9.0,0.0,D_wdTYjSX0A.aac,,0.0,1.0,优质,唱歌/朗诵,相关-互为补充,完全一致,王文秀
3680.0,20260610.0,1135385593547.0,,更依赖姐姐的火鸡面[色],不再依赖你算长大吗？姐姐。,3717.0,2408.0,12.0,38.0,0.0,Fb_lARit96M.aac,,0.0,1.0,优质,玩梗/搞笑,相关-互为补充,完全一致,王文秀
3681.0,20260610.0,1140175761053.0,,,我去真的可以发语音了嘞，我的天啊，以前都不可以发语音的。,6660.0,2408.0,0.0,2.0,2.0,hmbm8hLJGMA.aac,,0.0,1.0,优质,发语音玩,无评论内容,完全一致,王文秀
3682.0,20260610.0,1139060795321.0,,嗯对依旧台词自编,来来模仿一下啊，台词字别声音我只能。呃，自己试一下了吧，台词这边啊，台词这边。你真的敢告吗？我赌你不敢，我赌你。也告不了对吧。,33212.0,2402.0,3.0,9.0,1.0,BbP0ShxSjQQ.aac,,0.0,0.0,一般,唱歌/朗诵,相关-互为补充,语义相等内容有差异,王文秀
3683.0,20260610.0,1140096008131.0,,[难过至极],兄弟啊，你这也叫马仔呀。,3090.0,2401.0,4.0,4.0,0.0,I5np_Di5yzM.aac,,0.0,0.0,一般,观点表达,相关-互为补充,语义相等内容有差异,王文秀
3684.0,20260607.0,1132596271652.0,,扑倒夫君    爱妃不可以这样哦（超绝气泡音）    扑倒夫君      不可以哦（超绝气泡音）    扑倒夫君    哦被扑倒了呢（超绝气泡音）,扑倒妇君。嗯，爱肥不可这样啊。收大书君。你可以啊。我打副军哦。被俺睡扑倒了。,24834.0,2400.0,6.0,3.0,0.0,8DCrBluBmhM.aac,,0.0,0.0,一般,玩梗/搞笑,相关-互为补充,语义相等内容有差异,王文秀
3685.0,20260610.0,1132857755248.0,,他们都说我声音难听。,把你的心给我，把你的爱给我，只要我才能打开，诚实，有更多的把握。我要的也不多，你不要嫌我啰嗦，我只是是否还怕不小心与你错过。哦，我们转成几何，可结果又是如何。没有任何意义，其实你根本爱过我脑袋空白的此刻。我写的这首歌其实没什么舍不得，只是眼睛酸涩却是红色。,34331.0,2400.0,3.0,5.0,0.0,9L3iL3fqe00.aac,,0.0,1.0,优质,唱歌/朗诵,相关-互为补充,语义相等内容有差异,王文秀
3686.0,20260610.0,1132454108871.0,,有一点长请你们听歌[龇牙],你你一天到晚。快乐的人。38。这就是我的。一个人。我。再一次成功。不要不。不要轻易的。掏一掏。,51228.0,2400.0,4.0,2.0,1.0,C4SunSDzhgo.aac,,0.0,0.0,一般,唱歌/朗诵,相关-互为补充,不相关,王文秀
